Squad,Comp,Player,Nation,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,GA,GA90,SoTA,Saves,Save_percent,D,L,CS,CS_percent,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Save_percent_Penalty,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,PrgP,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Mins_Per_90_Playing,Gls,G+A,G_minus_PK,PK,PKatt,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,npxG_Per,npxG+xAG_Per,Url,Name,Birth,Position,Value
Union Berlin,Bundesliga,Tim Skarke,GER,42.45283019,3389.433962,0.6,1.698113208,1.698113208,0,0,1.698113208,0,0,0,0,1.698113208,0,1.698113208,0,1.698113208,0,0,1.698113208,1.7,1.698113208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.698113208,0,0,5.094339623,0,0,13.58490566,1.698113208,0,0,0,1.698113208,0,1.698113208,0,37.35849057,61.13207547,61.1,573.9622642,120.5660377,18.67924528,27.16981132,68.8,18.67924528,23.77358491,78.6,0,8.490566038,0,0,0,0,0,1.698113208,1.698113208,1.698113208,1.698113208,0,61.13207547,54.33962264,6.79245283,0,0,1.698113208,13.58490566,6.79245283,0,0,0,0,37.35849057,0,1.698113208,84.90566038,1.698113208,6.79245283,25.47169811,52.64150943,8.490566038,84.90566038,3.396226415,1.698113208,50,1.698113208,50,56.03773585,270,83.20754717,5.094339623,0,1.698113208,5.094339623,6.79245283,57.73584906,16.98113208,0,6.79245283,3.396226415,50,6.79,3.4,0,0,38.37735849,0,0,0,0.339622642,0.339622642,0.06,-0.339622642,-0.339622642,0.6,0,0,0,0,0,0,0.339622642,5.094339623,0,16.98113208,0,0,0,0,0,0.39,0.02,0.41,0.39,0.41,https://fbref.com/en/players/65857fdf/Tim-Skarke,Tim Skarke,9/7/1996,Right Winger,1200000
Union Berlin,Bundesliga,Timo Baumgartl,GER,4.163701068,319.6441281,6.2,1.761565836,0.960854093,0.800711744,0.640569395,0.320284698,0.800711744,2.882562278,27.8,2.081850534,1.921708185,0.640569395,1.28113879,0.320284698,2.081850534,2.241992883,0,1.28113879,1.28,1.120996441,0,0,0.160142349,0,0,0.160142349,0.16,0.160142349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320284698,0,0,1.761565836,0.960854093,0,0.960854093,0.960854093,0,0,0,6.565836299,3.042704626,1.601423488,65.5,41.15658363,50.60498221,81.3,777.9715302,283.9323843,15.53380783,16.33451957,95.1,21.13879004,23.22064057,91,4.163701068,10.08896797,41.3,0.160142349,0.016014235,0.03202847,0.144128114,0.480427046,3.202846975,0.640569395,0.320284698,4.483985765,50.60498221,48.20284698,2.402135231,2.081850534,0,0.480427046,0.960854093,0,0,0,0,0,41.15658363,0,0.320284698,59.57295374,5.284697509,25.6227758,29.94661922,4.163701068,1.441281139,59.57295374,0,0,0,0,0,33.95017794,175.9964413,100.2491103,0.640569395,0.640569395,0,0.480427046,0,36.35231317,0.320284698,0,0.640569395,0.320284698,50,0.64,0.32,0,0,1.841637011,0,0,0,0.03202847,0.03202847,0.05,-0.03202847,-0.03202847,6.2,0,0.160142349,0,0,0,0.016014235,0.048042705,0.640569395,4.483985765,0.320284698,0,0.16,0.16,0,0.16,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl,Timo Baumgartl,3/4/1996,Centre-Back,3000000
Köln,Bundesliga,Timo Hübers,GER,0.914419695,70.1992966,28.4,1.512309496,0.984759672,1.23094959,0.281359906,0,0.844079719,1.82883939,46.2,0.984759672,0.949589683,0.457209848,0.492379836,2.03985932,3.552168816,5.381008206,0,0.457209848,0.46,0.457209848,0,0,0,0,0,0.035169988,0.04,0.035169988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281359906,0,0,1.090269637,0.80890973,0.035169988,0.070339977,0.984759672,0,0.035169988,0.035169988,8.15943728,3.305978898,2.286049238,59.1,49.23798359,59.85932005,82.3,1014.759672,335.908558,11.74677608,13.39976553,87.7,31.93434936,35.52168816,89.9,5.240328253,9.636576788,54.4,0,0.003516999,0.021101993,-0.003516999,0.070339977,2.110199297,0.140679953,0,2.954279015,59.85932005,57.22157093,2.567409144,1.582649472,0.035169988,0.105509965,0.070339977,0.175849941,0,0,0,0,49.23798359,0.070339977,0.351699883,71.04337632,9.566236811,41.88745604,27.67878077,2.004689332,0.844079719,71.04337632,0.21101993,0.21101993,100,0,0,40.30480657,193.6459555,99.6014068,0.351699883,0.246189918,0,0.351699883,0.070339977,42.80187573,0.070339977,0.105509965,0.527549824,0.246189918,46.7,0.53,0.25,0.2,0.43,0.383352872,0,0,0,0.063305979,0.063305979,0.12,0.042203986,0.042203986,28.4,0.105509965,0.105509965,0.105509965,0,0,0.003516999,0.066822978,0.351699883,2.954279015,0.070339977,0.11,0,0.11,0.11,0.11,0.06,0,0.07,0.06,0.07,https://fbref.com/en/players/94302c52/Timo-Hubers,Timo Hübers,7/20/1996,Centre-Back,8500000
RB Leipzig,Bundesliga,Timo Werner,GER,1.208053691,92.74135261,21.5,0.464636035,0.232318018,0.185854414,0.139390811,0.139390811,0.185854414,0.557563242,33.3,0.371708828,0.557563242,0,0.557563242,0.325245225,0.78988126,0.232318018,0,2.50903459,2.51,1.85854414,0,0.278781621,0.325245225,0.046463604,0,0.325245225,0.33,0.278781621,0,0.046463604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092927207,0,0,0.278781621,0.604026846,1.161590088,1.347444502,0.232318018,0,0,0,2.555498193,0.232318018,0.511099639,31.3,23.46411977,31.8275684,73.7,332.0753743,66.210635,13.98554466,16.72689726,83.6,7.527103769,10.31491998,73,1.022199277,1.626226123,62.9,0.139390811,0.144037171,0.139390811,-0.00464636,0.92927207,1.765616933,0.882808467,0.092927207,2.369643779,31.8275684,29.92256066,1.579762519,0.232318018,0.185854414,0.278781621,1.347444502,0.78988126,0.046463604,0,0,0,23.46411977,0.325245225,1.208053691,42.00309757,0.278781621,3.020134228,17.05214249,22.25606608,6.179659267,42.00309757,2.973670625,1.254517295,42.2,1.486835312,50,26.85596283,153.4228188,68.8590604,3.020134228,0.92927207,2.044398554,2.462570986,0.975735674,33.26794011,9.710893134,0.418172432,2.834279814,1.115126484,39.3,2.83,1.12,0.15,0.38,0.696954053,0,0,0,0.422818792,0.422818792,0.15,-0.00464636,-0.00464636,21.5,0.418172432,0.557563242,0.418172432,0,0,0.144037171,0.566855963,3.020134228,2.369643779,9.710893134,0.42,0.14,0.56,0.42,0.56,0.42,0.15,0.57,0.42,0.57,https://fbref.com/en/players/49fe9070/Timo-Werner,Timo Werner,3/6/1996,Centre-Forward,25000000
Paris S-G,Ligue 1,Timothee Pembele,FRA,6.501901141,685.095057,2.9,1.711026616,1.711026616,1.02661597,0.342205323,0.342205323,0.684410646,1.368821293,50,0.684410646,0.684410646,0,0.684410646,1.368821293,3.079847909,0.684410646,0,1.368821293,1.37,1.02661597,0,0.342205323,0,0,0,0.342205323,0.34,0.342205323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342205323,0,1.368821293,1.711026616,0,0,0,1.711026616,1.02661597,1.02661597,50,24.29657795,30.45627376,79.8,321.3307985,64.67680608,15.05703422,16.76806084,89.8,6.844106464,8.212927757,83.3,0.684410646,1.711026616,40,0.342205323,0.102661597,0.136882129,0.239543726,0.684410646,0.684410646,0,0,1.711026616,30.45627376,23.6121673,6.844106464,0.684410646,0,0,1.368821293,6.159695817,0,0,0,0,24.29657795,0,2.395437262,38.66920152,1.368821293,10.2661597,14.7148289,14.03041825,2.395437262,38.66920152,1.711026616,1.368821293,80,0.342205323,20,24.63878327,135.8555133,77.68060837,1.368821293,0.684410646,0.684410646,1.368821293,0.342205323,23.26996198,6.844106464,0,1.02661597,0.342205323,33.3,1.03,0.34,0,0,5.577946768,0,0,0,0.068441065,0.068441065,0.05,-0.068441065,-0.068441065,2.9,0,0.342205323,0,0,0,0.102661597,0.171102662,1.368821293,1.711026616,6.844106464,0,0.34,0.34,0,0.34,0.05,0.11,0.17,0.05,0.17,https://fbref.com/en/players/f8ce97ca/Timothee-Pembele,Timothée Pembélé,9/9/2002,Right-Back,5000000
Leicester City,Premier League,Timothy Castagne,BEL,0.719114935,55.17824216,36.2,2.406269207,1.216963737,1.465888138,0.746773202,0.193607867,1.133988937,2.323294407,48.8,1.18930547,1.382913337,0.359557468,1.02335587,1.18930547,3.595574677,3.042409342,0,1.410571604,1.41,1.216963737,0.055316533,0.027658267,0.055316533,0.027658267,0.027658267,0.138291334,0.14,0.110633067,0,0,0.027658267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829748,0,0,0.691456669,0.414874001,0.1659496,1.604179471,1.216963737,0,0.055316533,0,5.586969883,1.521204671,1.714812538,47,40.65765212,50.78057775,80.1,584.2808851,232.8549478,24.75414874,27.60295022,89.7,12.99938537,16.20774431,80.2,1.659496005,3.650891211,45.5,0.0829748,0.071911494,0.060848187,0.011063307,0.608481868,2.461585741,0.553165335,0.276582667,2.931776275,50.78057775,42.73202213,7.937922557,0.470190535,0.0829748,0.055316533,1.604179471,7.467732022,0,0,0,0,40.65765212,0.110633067,1.18930547,61.87154272,4.370006146,22.67977873,25.44560541,14.05039951,1.438229871,61.87154272,0.829748002,0.304240934,36.7,0.387215734,46.7,27.35402581,110.9096497,55.1505839,1.078672403,0.636140135,0.138291334,0.885064536,0.470190535,34.46220037,4.121081746,0.055316533,0.525507068,0.138291334,26.3,0.53,0.14,0.11,0.4,0.304240934,0,0,0,0.060848187,0.060848187,0.12,-0.005531653,-0.005531653,36.2,0.055316533,0.138291334,0.055316533,0,0,0.071911494,0.13275968,1.078672403,2.931776275,4.121081746,0.06,0.08,0.14,0.06,0.14,0.06,0.07,0.13,0.06,0.13,https://fbref.com/en/players/197640fd/Timothy-Castagne,Timothy Castagne,12/5/1995,Right-Back,25000000
Eint Frankfurt,Bundesliga,Timothy Chandler,USA,33.48837209,2082.55814,1,2.093023256,2.093023256,2.093023256,0,0,2.093023256,2.093023256,100,0,1.046511628,0,1.046511628,0,2.093023256,3.139534884,0,3.139534884,3.1,2.093023256,1.046511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.139534884,2.093023256,0,0,0,5.23255814,1.046511628,0,100,37.6744186,63.8372093,59,805.8139535,579.7674419,8.372093023,20.93023256,40,18.8372093,26.1627907,72,8.372093023,10.46511628,80,0,0,0.104651163,0,1.046511628,7.325581395,0,0,7.325581395,63.8372093,45,17.79069767,0,0,0,3.139534884,17.79069767,0,0,0,0,37.6744186,1.046511628,2.093023256,74.30232558,2.093023256,14.65116279,33.48837209,26.1627907,2.093023256,74.30232558,4.186046512,1.046511628,25,3.139534884,75,29.30232558,103.6046512,61.74418605,2.093023256,0,1.046511628,2.093023256,0,38.72093023,6.279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.093023256,7.325581395,6.279069767,0,0,0,0,0,0,0.02,0.02,0,0.02,https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler,Timothy Chandler,3/29/1990,Right-Back,700000
Leverkusen,Bundesliga,Timothy Fosu-Mensah,NED,11.30890052,941.4659686,2.1,3.298429319,2.356020942,1.413612565,1.413612565,0.471204188,1.884816754,1.884816754,100,0,0.942408377,0,0.942408377,0,3.298429319,0.471204188,0,2.356020942,2.36,2.356020942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471204188,0,0,1.413612565,0.471204188,0.471204188,1.884816754,2.356020942,0,0.471204188,0,5.654450262,0.942408377,0.942408377,50,43.82198953,56.07329843,78.2,597.0157068,146.0732984,29.21465969,32.51308901,89.9,12.72251309,16.02094241,79.4,0.942408377,4.240837696,22.2,0,0.141361257,0.094240838,-0.141361257,1.884816754,0.942408377,0.942408377,0.471204188,3.298429319,56.07329843,45.23560209,10.36649215,0.942408377,0,0.471204188,1.884816754,9.42408377,0,0,0,0,43.82198953,0.471204188,1.413612565,65.02617801,1.413612565,16.02094241,30.62827225,18.37696335,1.413612565,65.02617801,0.471204188,0,0,0.471204188,100,19.79057592,81.9895288,51.36125654,1.413612565,0.942408377,0,1.413612565,0.471204188,40.9947644,3.769633508,0,1.413612565,0.942408377,66.7,1.41,0.94,0,0,11.54450262,0,0,0,0.047120419,0.047120419,0.04,-0.047120419,-0.047120419,2.1,0,0,0,0,0,0.141361257,0.188481675,1.413612565,3.298429319,3.769633508,0,0,0,0,0,0.05,0.13,0.18,0.05,0.18,https://fbref.com/en/players/a9142dc3/Timothy-Fosu-Mensah,Timothy Fosu-Mensah,1/2/1998,Right-Back,2000000
Lille,Ligue 1,Timothy Weah,USA,1.132723112,102.9748284,19.4,1.235697941,0.720823799,0.669336384,0.463386728,0.102974828,0.823798627,1.493135011,55.2,0.669336384,0.875286041,0.154462243,0.720823799,1.184210526,2.419908467,0.926773455,0,2.265446224,2.26,1.750572082,0,0.154462243,0.257437071,0.102974828,0,0.154462243,0.15,0.102974828,0,0,0.051487414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102974828,0,0,0.875286041,0.926773455,0.205949657,2.625858124,0.720823799,0,0,0,4.324942792,0.669336384,1.029748284,39.4,42.42562929,51.64187643,82.2,677.8318078,177.8375286,21.21281465,23.99313501,88.4,16.88787185,19.46224256,86.8,2.728832952,4.788329519,57,0.102974828,0.082379863,0.113272311,0.020594966,0.823798627,2.728832952,1.287185355,0.514874142,4.067505721,51.64187643,46.4416476,5.04576659,0.61784897,0,0.257437071,2.625858124,4.376430206,0.051487414,0,0,0,42.42562929,0.154462243,1.493135011,60.90961098,1.235697941,11.58466819,29.3993135,20.80091533,1.956521739,60.90961098,1.905034325,1.029748284,54.1,0.669336384,35.1,45.20594966,288.278032,140.2517162,3.552631579,2.471395881,0.669336384,1.235697941,0.514874142,42.4771167,8.701372998,0,1.544622426,0.566361556,36.7,1.54,0.57,0,0,1.112128146,0,0,0,0.128718535,0.128718535,0.08,-0.128718535,-0.128718535,19.4,0,0.102974828,0,0,0,0.082379863,0.211098398,3.552631579,4.067505721,8.701372998,0,0.1,0.1,0,0.1,0.13,0.08,0.21,0.13,0.21,https://fbref.com/en/players/8eec784d/Timothy-Weah,Timothy Weah,2/22/2000,Centre-Forward,12000000
Schalke 04,Bundesliga,Timothée Kolodziejczak,FRA,108,7167.6,0.3,0,0,0,0,0,0,3.6,0,3.6,0,0,0,3.6,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,7.2,0,50.4,61.2,82.4,1040.4,565.2,28.8,28.8,100,10.8,18,60,10.8,14.4,75,0,0,0,0,0,14.4,0,0,0,61.2,50.4,10.8,0,0,0,3.6,10.8,0,0,0,0,50.4,0,0,72,0,39.6,21.6,10.8,3.6,72,0,0,0,0,0,21.6,50.4,10.8,0,0,0,0,0,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/ab096c6f/Timothee-Kolodziejczak,Timothée Kolodziejczak,10/1/1991,Centre-Back,400000
Mallorca,La Liga,Tino Kadewere,ZIM,4.317343173,331.4391144,6,0.996309963,0.498154982,0.498154982,0.498154982,0,0.664206642,1.494464945,44.4,0.830258303,0.996309963,0.332103321,0.664206642,0.332103321,1.328413284,0.166051661,0,1.992619926,1.99,1.494464945,0,0.498154982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166051661,0,0,0.996309963,0.498154982,0.830258303,1.162361624,0.498154982,0,0,0,2.822878229,4.981549815,3.32103321,60,15.77490775,25.07380074,62.9,209.3911439,38.6900369,9.298892989,13.11808118,70.9,4.815498155,7.140221402,67.4,0.498154982,1.826568266,27.3,0,0.099630996,0.033210332,-0.099630996,0.498154982,0.996309963,0,0,0.664206642,25.07380074,24.4095941,0.332103321,0,0,0,1.162361624,0.166051661,0,0,0,0,15.77490775,0.332103321,0.664206642,37.19557196,0.498154982,3.653136531,18.9298893,15.60885609,4.649446494,37.19557196,2.324723247,1.328413284,57.1,0.664206642,28.6,20.25830258,117.896679,55.29520295,2.324723247,0.830258303,1.494464945,2.490774908,1.826568266,27.06642066,4.815498155,0.166051661,3.15498155,0.996309963,31.6,3.15,1,0.05,0.17,3.105166052,0,0,0,0.265682657,0.265682657,0.08,-0.099630996,-0.099630996,6,0.166051661,0.166051661,0.166051661,0,0,0.099630996,0.365313653,2.324723247,0.664206642,4.815498155,0.17,0,0.17,0.17,0.17,0.26,0.1,0.37,0.26,0.37,https://fbref.com/en/players/7d08063d/Tino-Kadewere,Tino Kadewere,1/5/1996,Centre-Forward,4000000
Spezia,Serie A,Tio Cipot,SVN,12.30215827,1296.906475,1.5,7.769784173,4.532374101,3.884892086,1.942446043,1.942446043,3.884892086,5.179856115,75,1.294964029,0,0,0,0,7.769784173,1.294964029,0,2.589928058,2.59,2.589928058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647482014,1.294964029,0,4.532374101,4.532374101,0,0,0,5.179856115,0.647482014,1.294964029,33.3,25.89928058,38.20143885,67.8,337.9856115,100.3597122,16.18705036,17.48201439,92.6,8.417266187,11.65467626,72.2,0.647482014,3.884892086,16.7,0,0.064748201,0.064748201,-0.064748201,1.942446043,1.294964029,1.294964029,0.647482014,3.237410072,38.20143885,34.31654676,3.884892086,0.647482014,0.647482014,0,4.532374101,2.589928058,0.647482014,0.647482014,0,0,25.89928058,0,2.589928058,53.74100719,1.294964029,10.35971223,20.71942446,27.1942446,3.237410072,53.74100719,4.532374101,1.942446043,42.9,2.589928058,57.1,30.43165468,201.3669065,101.6546763,3.237410072,2.589928058,0.647482014,3.237410072,3.884892086,34.96402878,11.00719424,0,1.294964029,0.647482014,50,1.29,0.65,0,0,19.42446043,0,0,0,0,0,0.02,0,0,1.5,0,0,0,0,0,0.064748201,0.129496403,3.237410072,3.237410072,11.00719424,0,0,0,0,0,0.02,0.08,0.11,0.02,0.11,https://fbref.com/en/players/039a4fb6/Tio-Cipot,Tio Cipot,4/20/2003,Central Midfield,700000
Schalke 04,Bundesliga,Tobias Mohr,GER,2.789034565,214.0047676,9.3,0.858164482,0.536352801,0.321811681,0.536352801,0,0.21454112,0.750893921,28.6,0.536352801,1.501787843,0.536352801,0.965435042,0.858164482,1.716328963,2.038140644,0,3.110846246,3.11,1.823599523,0.858164482,0.10727056,0.21454112,0.10727056,0,0.429082241,0.43,0.321811681,0.10727056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536352801,0.429082241,0,9.332538737,0.536352801,0,0,0,5.47079857,0.858164482,1.287246722,40,33.03933254,54.27890346,60.9,684.386174,301.3230036,11.5852205,14.48152563,80,14.69606675,20.70321812,71,5.89988081,14.91060787,39.6,0.321811681,0.171632896,0.21454112,0.150178784,2.145411204,2.574493445,1.394517282,0.858164482,3.003575685,54.27890346,39.90464839,14.26698451,3.218116806,0.10727056,1.072705602,9.332538737,8.367103695,2.574493445,0.965435042,1.501787843,0,33.03933254,0.10727056,1.930870083,63.71871275,3.218116806,21.23957092,23.49225268,19.63051251,1.394517282,63.71871275,0.750893921,0.429082241,57.1,0.21454112,28.6,28.21215733,163.6948749,85.06555423,2.145411204,0.750893921,0.10727056,0.858164482,0.858164482,31.10846246,4.183551847,0,1.287246722,0.10727056,8.3,1.29,0.11,0,0,2.070321812,0.10727056,0,0,0.064362336,0.064362336,0.05,-0.064362336,-0.064362336,9.3,0,0.321811681,0,0,0,0.171632896,0.235995232,2.145411204,3.003575685,4.183551847,0,0.32,0.32,0,0.32,0.07,0.17,0.24,0.07,0.24,https://fbref.com/en/players/9ec9c8b6/Tobias-Mohr,Tobias Mohr,8/24/1995,Left Winger,1200000
Hertha BSC,Bundesliga,Tolga Cigerci,TUR,4.017857143,266.7857143,7.5,2.142857143,1.741071429,0.803571429,1.205357143,0.133928571,1.339285714,2.142857143,62.5,0.803571429,0.803571429,0.267857143,0.535714286,1.071428571,3.214285714,0.669642857,0,2.544642857,2.54,1.607142857,0.535714286,0.133928571,0.133928571,0,0.133928571,0.133928571,0.13,0.133928571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267857143,0,0,1.741071429,0.401785714,0,2.946428571,1.741071429,0,0.133928571,0,9.508928571,1.339285714,1.473214286,47.6,43.66071429,56.25,77.6,716.5178571,198.75,19.55357143,22.63392857,86.4,20.08928571,24.77678571,81.1,2.946428571,5.758928571,51.2,0.133928571,0.040178571,0.066964286,0.09375,0.669642857,3.080357143,0.267857143,0.133928571,4.285714286,56.25,49.41964286,6.428571429,3.348214286,0.133928571,0,2.946428571,0.133928571,1.339285714,0,1.071428571,0,43.66071429,0.401785714,1.205357143,66.69642857,2.276785714,17.14285714,39.24107143,10.84821429,0,66.69642857,1.339285714,0.669642857,50,0.535714286,40,25.98214286,105.5357143,37.63392857,0.401785714,0.535714286,0,1.339285714,0.803571429,35.75892857,0.267857143,0,1.205357143,0.401785714,33.3,1.21,0.4,0,0,3.9375,0.133928571,0,0,0.026785714,0.026785714,0.02,-0.026785714,-0.026785714,7.5,0,0.133928571,0,0,0,0.040178571,0.066964286,0.401785714,4.285714286,0.267857143,0,0.13,0.13,0,0.13,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/6e17c802/Tolga-Cigerci,Tolga Cigerci,3/23/1992,Defensive Midfield,700000
Udinese,Serie A,Tolgay Arslan,GER,2.30388109,147.8943022,13.5,2.1552436,1.337737407,0.966143683,1.114781173,0.074318745,1.040462428,2.898431049,35.9,1.857968621,1.412056152,0,1.412056152,0.891824938,3.047068538,0.668868704,0.074318745,3.270024773,3.28,2.229562345,0.371593724,0.222956235,0.074318745,0.297274979,0.074318745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222956235,0,0,1.114781173,2.601156069,0,2.080924855,1.337737407,0,0,0,5.796862097,0.594549959,0.297274979,66.7,36.04459125,44.96284063,80.2,650.2890173,195.3839802,16.94467382,19.3971924,87.4,12.55986788,14.86374897,84.5,5.276630884,7.506193229,70.3,0,0.118909992,0.118909992,-0.118909992,1.114781173,3.790255987,1.412056152,0.297274979,5.722543353,44.96284063,41.32122213,3.567299752,2.006606111,0,1.114781173,2.080924855,0.445912469,1.040462428,0.520231214,0.074318745,0,36.04459125,0.074318745,1.040462428,57.22543353,0.966143683,10.776218,29.57886045,17.39058629,1.932287366,57.22543353,2.675474814,1.114781173,41.7,0.966143683,36.1,35.15276631,218.7943848,113.7076796,3.344343518,2.30388109,0.817506193,1.932287366,1.263418662,37.4566474,2.749793559,0.074318745,1.857968621,0.371593724,20,1.86,0.37,0.04,0.2,1.568125516,0.074318745,0,0,0.163501239,0.163501239,0.09,-0.089182494,-0.089182494,13.5,0.074318745,0.074318745,0.074318745,0,0,0.118909992,0.28241123,3.344343518,5.722543353,2.749793559,0.07,0,0.07,0.07,0.07,0.16,0.12,0.29,0.16,0.29,https://fbref.com/en/players/963a328b/Tolgay-Arslan,Tolgay Arslan,8/16/1990,Central Midfield,1400000
